customer_id,customer_count
52768264,1
12712935,1
17295547,1
50108365,1
5038160,1
31451256,1
35004591,1
13605589,1
43064960,1
42928100,1
17503394,1
51774309,1
12185119,1
50929291,1
50355393,1
13544324,1
34094837,1
15675430,1
48456843,1
45989600,1
19628551,1
52892167,1
13598140,1
13744281,1
17035490,1
39599724,1
13188682,1
14270300,1
16441635,1
20999215,1
39850155,1
31018233,1
51918334,1
11952088,2
14106043,1
51065190,1
51771264,1
38110377,1
16337983,1
38324766,1
50551396,1
14801036,1
40124644,1
47530813,1
35863052,1
52159285,1
39768232,1
44842005,1
16011927,1
51811507,1
46099806,1
17089814,1
38585654,1
16855262,1
19167914,1
41752663,1
51931986,1
20818207,1
38339175,1
23354555,1
28986133,1
13530310,1
13949986,1
26379233,1
39084531,1
42271658,1
31356112,2
13126445,1
19383586,1
50164306,1
50461108,1
40528648,4
20988141,1
40469315,1
50093726,1
49781768,1
19867001,1
51681618,1
52248083,1
21736346,1
51137591,1
36178713,1
52477231,1
51387254,1
52619924,1
49603738,1
6472208,1
51221836,2
16862004,1
9816953,1
27296104,1
38019602,1
50577407,1
26916605,1
12579718,1
37966037,1
47901386,1
41310931,1
12061580,1
1882037,1
48383998,1
42576805,1
576793,1
44154184,1
7433630,1
51509903,1
3284899,1
36082099,1
51102822,1
38346351,1
23734836,1
32609947,1
7057301,1
36937674,1
49992421,1
33313391,1
17072982,1
6019254,1
29207824,1
42972381,1
40154350,1
39067913,1
40224327,1
9117908,1
28810263,1
42062515,1
21230344,1
16360940,1
52588289,1
34208997,1
5961720,1
38791923,1
6483772,1
40519240,1
3644735,1
41060425,1
2782519,1
22120891,1
8845319,1
2642367,1
651041,1
51923814,1
31475680,1
30120275,1
33843472,1
12047584,1
36320320,1
40431462,1
47848465,1
24735947,1
5338754,1
13920754,1
45271166,1
45727917,1
2506392,1
18810663,1
10544480,1
46739135,1
6894169,1
24307774,1
17982785,1
16300567,1
73156,1
47560534,1
50380940,1
5995041,1
14009291,1
8988711,1
43561482,1
52994247,1
13422956,2
5486489,1
24329225,1
14315376,1
21749478,2
9813271,1
44828287,1
9415800,1
19822783,1
46584243,1
50482944,1
44887008,1
25930433,1
2299722,1
24426572,1
14796154,1
32740581,1
27272642,2
24443201,1
12478141,1
2436473,1
12483314,1
22965315,1
29091744,1
38380252,1
24390311,1
51952913,1
39654489,1
13278885,1
20513982,1
43747661,1
10649550,1
12987775,1
43136631,1
28284662,1
9939371,1
28044357,1
18657855,1
39471236,1
14172273,1
20923481,1
10882401,1
52948877,1
11516266,1
3170408,1
50173760,1
52038694,1
10222173,1
14553999,1
19689614,1
22318209,1
22864192,1
47069225,1
34027261,1
33267961,1
10409541,1
40113973,1
4758712,1
19401950,1
52077638,1
13966602,1
51880103,1
13546563,2
11593825,1
6311786,1
32689088,1
29899669,1
47046294,1
49253246,1
12132578,1
36624499,1
27181176,1
36757611,1
18081146,1
33359250,1
44241074,1
6127912,1
44475136,1
4864753,1
32937022,1
23120934,1
11924224,1
14309633,1
13660118,1
28214760,1
21391160,1
32050258,1
17157386,2
12101583,1
43116609,1
45416641,1
27809177,1
10464176,1
45930733,1
23526891,1
45555847,1
25772560,1
13274074,1
51015064,1
48230483,1
30652862,1
33147363,1
12351003,1
12725280,1
41367780,1
13720412,1
12842988,1
51751191,1
17204713,1
10181242,1
24538563,1
9899787,1
17434153,1
13888764,1
29010522,1
17234161,1
52969729,1
52390224,1
19406116,1
23056940,1
11955205,1
46824784,1
48838729,1
29308032,2
46671304,1
13707778,1
10148734,1
41702352,1
13117284,1
16946060,1
10068214,1
25564627,1
19870796,1
43135609,1
49494401,1
29186901,1
39840760,1
46434565,1
15496660,1
46747790,1
10410160,1
41365366,1
13413016,1
48396460,1
21627880,1
52534873,1
25923990,1
41017259,1
44104105,1
42429731,1
30811063,1
14956801,1
23227897,1
46808334,1
13819629,1
41122108,1
27466162,1
40144504,1
26268736,1
47527019,1
23288016,1
52243903,1
20845952,1
12659761,1
20170482,1
20577079,1
20408761,1
46755102,1
47562484,1
25986455,1
44227529,1
42999362,1
42943245,1
14534223,1
21108038,1
14801503,1
33995361,1
39555637,1
52228204,1
21725373,1
12066875,1
14345658,2
22693702,1
51081510,1
12810226,1
13621826,1
51522493,1
39269117,1
52174862,1
28985968,1
43779991,1
16748122,1
35906838,1
52643395,1
48782257,1
15522792,1
51202990,1
51271231,1
34372744,1
23929204,1
41383973,1
32690992,1
12926253,1
51007072,1
49574358,1
33108566,1
44544614,1
15806739,1
12837672,1
52127990,1
14349845,1
51620794,1
18743747,1
10452421,1
45730489,1
33780567,1
37002531,1
10690208,1
52901975,1
12648637,1
49743733,1
20651088,1
50517561,1
52179863,1
48681596,1
36583694,1
45282053,2
13281130,1
32295810,1
43405689,1
24992671,1
43211968,1
52990085,1
35029864,1
34765152,1
48813299,1
35006607,1
52733265,1
47620743,1
15168523,1
16777902,1
17630198,1
50546574,1
44464473,1
40193206,1
355783,1
12219324,1
31226416,1
28960652,1
14888018,1
27209514,1
41225220,1
24134536,1
17130284,1
22822347,1
11737509,1
16065992,1
25295736,1
15264057,1
22177202,2
22948160,1
20982875,1
13050986,1
31720869,1
28517276,1
21177563,1
15001216,1
46924154,1
15127130,1
52635655,1
52010547,1
49536923,1
51654552,1
48372725,1
24936823,1
32266588,1
46011451,1
49094145,1
16016823,1
47192316,1
51882373,1
22984319,1
18779910,1
15099181,1
25561907,1
11824533,1
46918245,1
16998128,1
47467624,1
34013422,1
48752593,1
13058512,1
48163782,1
21525173,1
30700264,1
24086303,1
50944218,1
33146837,1
17097396,1
48390105,1
34970267,1
37837511,1
9940426,1
21482445,1
37527645,1
46431493,1
37742360,1
50907285,1
17021210,1
41741105,1
47188055,1
38675086,1
12839275,1
51615682,1
33990623,1
51836094,2
12043318,1
29739165,1
17863535,1
48597711,1
19197857,1
50862952,1
35177244,1
12077552,1
16541345,1
34232795,1
48553286,1
51395336,1
13424310,1
45824856,1
50962939,1
35955284,1
13215578,1
31480926,1
30054279,1
53049002,1
52865782,1
49217122,1
51907608,1
49702585,1
52026990,1
50708344,1
52489810,1
32729493,1
51804211,1
1934146,1
19032401,1
48405812,1
34705009,1
24032365,1
1142310,1
205744,1
32430225,2
29121536,1
224974,1
24055611,1
23844365,1
26154722,1
173632,1
19830974,1
16338744,1
11927650,1
37751524,1
19911194,1
11327549,1
5715329,1
19691786,1
43297297,1
13051331,1
45959342,1
52990841,1
21881749,1
32843129,1
23754586,1
43550915,1
8990753,1
2508329,1
16600529,1
14844732,1
38406873,1
19680369,1
665239,1
40527772,1
49518320,1
46316840,1
19034800,1
42511673,1
37716509,1
933676,1
44896807,1
10666320,1
39981123,1
12029789,1
50151218,1
15315981,1
13889349,1
13780450,1
10017298,1
11504553,1
17826649,1
21542908,1
27506103,1
408624,1
23935236,1
23498743,1
13064577,1
42201177,1
10170661,1
19654841,1
18698772,1
27622574,1
15100193,1
499060,1
2393080,1
12902242,1
38867601,1
1954392,1
11670445,1
37978872,1
20129932,1
11214838,1
15039467,1
19980253,1
16402244,1
9897632,1
30873761,2
12207935,1
11058278,1
47269015,1
36809691,1
44841500,1
33866905,1
17500512,1
44950104,1
49004421,1
11569625,1
1835321,1
35434153,1
11776616,1
32762352,1
4138096,1
10644669,1
13226591,1
39042053,1
6321967,1
33326410,1
7110050,1
10370925,1
27468866,1
13328465,1
27401377,1
32239311,1
7025132,1
17020492,1
41615651,1
30830654,1
37621645,1
14007142,1
11328967,1
43420581,1
19970983,1
35089633,1
36995615,1
11610363,1
25434173,1
46678265,1
31002654,1
20908832,1
23074890,1
13678791,1
25656284,1
3020351,1
14631498,1
14414026,1
30133901,1
20715053,1
51379379,1
15492530,1
21501836,1
52342100,1
51218468,1
49495552,1
52577624,1
38567742,1
17737829,1
13443325,1
46253691,1
15417713,1
41915893,1
52513918,1
37914682,1
51019482,1
21938003,1
5904437,1
11574262,1
49022496,1
32104953,1
32346435,1
51099585,1
49061881,1
12466645,1
38102140,1
48834884,1
37861599,1
41664731,1
16516342,1
37770805,1
22338472,1
47143306,1
39773658,1
42392073,1
17019504,1
49687114,1
44078164,1
14481233,1
51960108,1
22995196,1
39800768,1
14052506,1
21086051,1
32234539,1
19261130,1
35294513,1
17584824,1
48860115,1
51160615,1
51291530,1
30464058,1
15361644,1
46642961,1
33884963,1
11702574,1
37656540,1
13770733,1
23756031,1
12639960,1
47155612,1
12110859,1
35608056,1
32060415,1
50256198,1
49600314,1
29643310,1
17155012,1
40367771,1
33733833,1
23898779,1
28446877,1
6269704,1
46400256,1
11835070,1
33415932,1
50657019,2
19585523,1
39241893,1
41421535,1
47309286,1
22834773,1
48407542,1
13527236,1
36662138,1
10363658,1
49568164,1
45693356,1
41777702,1
40026693,1
42329246,1
45953651,1
32557287,1
15920151,1
36962921,1
50803856,1
24910864,1
24822537,1
47781700,1
31440229,1
44767614,1
52031108,1
23666945,1
16288293,1
51259194,1
47022729,1
35023136,1
32173660,1
36691524,1
11768217,1
42519745,1
24558827,1
13345672,1
50371504,1
14690356,1
52133807,1
19932184,2
23651248,1
29214965,1
11313387,1
16273385,1
15415565,1
52710844,1
15001477,1
34723945,1
35425120,4
11147051,1
38064950,1
49483249,1
45678337,1
51383321,1
41920101,1
39262592,1
17242966,1
48482498,1
49921836,1
24454041,1
46143926,1
42532252,1
23036254,1
49313770,1
25369234,1
44731815,1
10980642,1
24200205,1
19262433,1
11962223,1
52064270,1
14555374,1
50393226,1
37344772,1
53095826,3
24316944,1
16688203,1
40890636,1
50014917,1
43534763,1
10994096,1
33279066,1
51346845,1
16314111,1
21636576,1
24933822,1
12627060,1
29598493,1
51715279,1
36899780,1
52947693,1
51941702,1
21743577,1
52960569,1
25576782,1
19272929,1
50418732,1
52930542,1
48441424,1
33185153,1
3033723,1
18221,1
52641236,1
40489776,1
17744509,1
12694121,1
53052825,1
10710987,1
11760592,1
52565730,1
16421770,1
36276001,1
21335684,1
49010840,1
51242256,1
52545517,1
52045222,1
51372101,1
49783776,2
25069374,1
22327580,1
47305430,1
23325588,1
18402389,1
47564196,2
14028997,1
13928373,1
51927475,1
44755579,1
51626757,1
40221513,1
13701091,1
36058500,1
16388616,1
28491742,2
44062038,1
14416540,1
48388387,1
47026540,1
50182266,1
30891418,1
14616153,1
12740525,1
53033925,1
14767816,1
15726047,1
34980449,1
52059022,1
52793181,1
24733065,1
19094015,1
40858278,1
33847151,1
33597587,1
42286235,1
13307394,1
34242493,1
52037735,1
17116691,1
16833335,1
18025211,1
12963952,1
50465580,1
29132954,1
28080881,1
31586713,1
35755546,1
50244370,1
51281094,1
26471190,1
24012802,1
49984964,1
27340251,1
39862224,1
32538135,1
29813343,1
36042260,1
28965476,1
45990105,1
24725650,1
30992135,1
51709069,1
50617285,1
51114778,1
34957256,1
37227124,1
52205414,1
52386688,1
16277688,1
36394037,1
49289986,1
34853555,1
42475961,1
45517350,1
49584545,1
38133431,1
52144041,1
136250,1
52098798,1
20352015,1
17473719,1
2647649,1
4753028,1
17074096,1
19690690,1
31819945,1
43156524,1
46926276,1
42698637,1
6436975,1
14771338,1
29683947,1
3089252,2
52389184,2
45439996,1
27597236,1
275297,1
12042898,1
15162542,1
45463262,1
15825582,1
12586380,1
46994208,1
44379892,1
40677051,1
29137590,1
6623941,1
52634819,1
16913731,1
40190013,1
21736988,1
52928704,1
15383194,1
18941387,1
21063487,1
15011842,1
33483239,1
13423428,1
37778736,1
1082108,1
26048238,1
805505,1
46730374,1
23696696,1
42383597,1
51614112,1
45287069,1
36278634,1
9792389,1
10209622,1
36981361,1
36504763,1
15902410,1
36962004,1
36419190,1
50794755,1
37868694,1
12869904,1
46049403,1
15311138,1
2627508,1
14752552,1
34878391,1
21460745,1
46239894,1
44865393,1
41302804,1
5078361,1
43129942,1
13589185,1
47174340,1
3196332,1
38068697,1
14152000,1
48107884,1
30040131,1
31017504,1
10569498,1
25087360,2
4743530,1
40143738,1
7885655,1
6023085,1
48619430,1
34435819,1
45115888,1
36872723,1
12925074,1
39611652,1
38837701,1
20163811,1
9578412,1
8227263,1
14803894,1
43179337,1
12649152,1
30979548,1
49508056,1
51084142,1
16793693,1
31532344,1
46864926,1
42387398,1
49968257,1
963632,1
13427895,1
33611824,1
878160,1
3345833,1
19290233,1
26586956,1
49615782,1
39669996,1
12647032,1
45861103,1
41374400,1
48058263,1
52720090,1
27184242,1
29539276,1
33771476,1
40793770,1
36982887,1
30032480,1
20880902,1
19068481,1
29920265,1
30848268,1
37700400,1
16040621,1
3172972,1
34246400,1
49700112,1
38623030,1
12101780,1
14174881,1
31398491,1
42456013,1
2896397,1
12724698,1
12524014,1
17414902,1
37448566,1
11634740,1
15340267,1
29415729,1
15063418,1
16411014,1
3952473,1
30124217,1
30062290,1
43540043,1
15195610,1
40593327,1
42570269,1
50788563,1
50848757,1
17017854,1
14434073,1
10551927,1
32332369,1
9707327,1
23313193,1
25335054,1
2183914,1
48833390,1
12880387,1
10380028,1
33884103,1
30840393,1
16093398,1
44937085,1
44872667,1
51699221,1
46166040,1
32935867,1
43366737,1
18205400,1
13219234,1
47475886,1
45535902,1
25773961,1
51773759,1
37958557,1
36817421,1
27413779,1
28843120,1
15117222,1
10300574,1
42803545,1
52597116,1
46674013,1
49595852,1
31216636,1
16971253,1
23491822,1
43992045,1
20591433,1
15386337,1
11758331,1
13987505,1
21198035,1
52118087,1
39495243,2
19736360,1
12694442,1
23405025,1
43464690,1
20531799,1
10854248,1
21602430,1
13135498,2
32529979,1
36180535,1
23374248,1
15412603,1
9368891,1
12746617,1
11067194,1
28606727,1
27609,1
46315803,1
45848563,1
15227852,1
28453556,1
16925339,1
43507921,1
24754045,1
26889174,1
48312997,1
35362325,1
18820751,1
50961825,1
28832904,1
16985702,1
49194941,1
52166493,1
22442927,1
31181779,1
19491008,1
52226754,1
48017631,1
41382416,1
11213681,1
44947890,1
40991349,2
39137227,1
32191564,1
11447877,1
12596821,1
20908737,1
35704629,1
13221033,1
26767480,1
15845725,1
14394029,1
22567103,1
17000774,1
15700143,1
42892536,1
33865671,1
47571652,1
49489412,1
42499918,1
23491874,1
38261882,1
12211414,1
12207618,1
14485320,1
33180121,1
51684127,2
12927935,2
52334212,1
43586747,1
16830767,1
52430816,1
32567431,1
13566514,1
46862857,1
48453648,1
35894611,1
40789581,1
49609998,1
39377555,1
16024256,1
23015650,1
49987189,1
35410180,1
50353334,1
47458604,1
51113994,1
23040005,1
43734656,1
52899970,1
17344603,1
34061723,1
34331550,1
21479575,1
26091941,1
44657133,1
39779948,1
14604454,1
15465101,1
48329423,1
15242130,1
44203032,1
13976407,1
33450945,1
33507356,1
48615451,1
10450506,1
17376525,1
45155412,1
28533682,1
50457554,1
11106694,1
50521302,1
14504596,1
17002123,1
11656179,1
13605354,1
51450715,1
4693097,1
52480585,1
20534790,1
28782378,1
30889832,1
44919445,1
52423410,2
39998256,1
22842341,1
41516234,1
42296913,1
16996276,1
33869564,1
16549450,1
21326565,1
9983790,1
9886900,1
49132668,1
27903975,1
15733471,1
44472099,1
42178024,1
31507580,1
19940241,1
15606963,1
52286687,1
50662381,1
29939378,1
49393118,1
15467740,1
36627675,1
12026170,1
51370105,1
13867390,1
42257032,1
52840662,1
23453670,1
51408427,1
44086587,1
51126231,1
44590955,1
37227579,1
14780704,1
16951653,1
49544701,1
51295335,1
50622165,1
47328998,1
49950396,1
31870265,1
33768060,1
48627686,1
34633283,1
12952131,1
11746703,1
24724265,1
52649955,1
49073343,1
47060161,1
19301029,1
47902848,1
39437347,1
30280804,1
16329851,1
40075235,1
34051660,1
13180082,1
13748222,1
45099456,1
51135977,1
43153284,1
35032788,1
47449429,2
52553233,1
23812040,1
34249730,1
35730017,1
36931249,1
53053701,1
51034269,1
16595613,1
2496768,1
17176765,1
41539293,1
2712962,1
748186,1
3878437,1
24161140,1
163792,1
13833499,1
34341535,1
36265458,1
3059240,1
15632479,1
34976660,1
16314199,1
43340057,1
31170058,1
29266330,1
43261281,1
36192364,1
21929745,1
3738248,1
1071951,1
16049841,1
15204569,1
11427175,1
14983235,1
49489882,1
23468283,1
410353,1
24109215,1
11890833,1
20142822,1
20506609,1
26271809,1
15067470,1
6402210,1
43784338,1
12788464,1
37544719,1
6110059,1
3512863,1
32643671,1
15900300,1
31877036,1
11005839,1
726479,1
1780718,1
3851987,1
568572,1
44380922,1
541276,1
41167220,1
51212716,1
19614386,1
12762279,1
14225293,2
35147121,1
11096833,1
14198088,1
6135716,1
45943929,1
12236152,1
38515909,1
9587782,1
14622663,1
39761656,1
20109580,1
11539724,1
6083425,1
48961068,1
2537443,1
2234579,1
17456801,1
52283063,1
40660610,1
45773958,1
52119703,1
38121962,1
19209447,1
13787665,1
37789168,1
38402795,1
27372434,1
15432606,2
42875680,1
3890051,1
13540877,1
22969343,1
9959088,1
2808002,1
26891230,1
35088382,1
26479867,1
20505532,1
47669677,1
18057903,1
45919926,1
754286,1
19350885,2
15706254,1
12808726,1
21484268,1
23638399,1
45774056,1
2819265,1
35930230,1
11103809,1
30157532,1
48263811,1
49634989,1
43393616,1
15615277,1
42970241,1
2735315,1
30498808,1
46642659,1
36761093,1
33434604,1
29528615,1
10362891,1
44981926,1
38478636,1
34025151,1
17605553,1
52781508,1
37704744,1
16052737,1
3260615,1
17794726,1
13909111,1
32838366,1
11134791,1
32449658,1
20510370,1
22609058,1
48090212,1
38550234,2
48040598,1
15094802,1
44668894,1
48386015,1
12940827,1
24084449,1
34620373,1
17003829,1
28644160,1
11025418,1
24318398,1
44534760,1
37224774,1
32286364,1
23620733,1
14467709,2
8980068,1
34337500,1
50700350,1
46552921,1
22298091,1
2200467,1
52278154,1
34109682,1
31547955,1
30339495,1
31993304,1
51807411,1
52124726,1
34487543,1
17670087,1
51962913,1
41467231,1
16444482,1
25219092,1
32696207,1
11980039,1
13968760,1
29737331,1
44509447,1
51173203,1
51303586,1
15235894,1
27111223,1
10677594,1
29594022,1
21804028,1
19341107,1
45332356,1
38682015,1
37383513,1
20077228,1
10899235,1
23833983,1
19736685,4
46456247,4
30074730,1
37993164,1
16143694,1
47110018,1
20917422,1
21115674,1
38347695,1
24891572,1
30299633,1
49976963,2
13288873,1
29136107,1
33999527,1
25914743,1
50776516,1
40267375,1
47316060,1
14287070,1
11151325,1
37760803,1
27363742,1
34141057,1
44591712,1
10838594,1
39703783,1
10463089,1
31331081,1
22140673,1
18303831,1
25821596,1
44521934,1
51358857,1
15284590,1
24332215,1
11916559,1
39855656,1
18023375,1
11660960,1
11021560,1
13741793,1
21443119,1
52822616,1
52613347,1
48179218,1
13545547,1
13608381,1
40553893,1
30009225,1
50271194,1
20287886,1
46453652,1
11544498,1
32089116,1
12869724,1
23154956,1
38121616,1
42606566,1
34351351,2
52743967,1
15362357,1
12028076,1
33214712,1
31602573,1
36232717,1
10193521,1
16841043,1
47582565,1
13227630,1
48189256,2
27023352,1
21623505,1
49650269,2
34398883,1
28098494,1
35013228,1
13645817,1
46509426,1
46765306,1
30342019,1
27598050,1
47530435,1
35515200,1
9899369,2
15222259,1
48752451,1
50972217,1
45994454,1
20564001,1
42678128,1
44041449,1
43412887,1
43442923,1
12396835,1
13754536,1
45418701,1
12808891,1
16722823,1
41416824,1
53043287,1
42698673,1
50966149,1
51088056,1
37824655,1
43992907,1
51306318,1
35242701,1
37607055,2
47098770,1
40455505,1
37486712,2
14270224,1
49577369,1
21764365,1
45681562,1
33413537,2
26281575,1
45005691,1
39118763,1
26536310,1
3073706,1
13123962,1
13110367,1
11074428,1
52684663,1
13817759,1
34328480,1
44222715,1
35841961,1
44211756,1
21520461,1
20831744,1
52113971,1
27959419,1
11640168,1
19063134,1
40114730,1
44219498,1
34933645,1
13642562,1
41016051,1
33580113,1
28795676,1
17826982,1
15060795,1
37326524,1
43479862,1
15126899,1
17812677,1
14836841,1
42478192,1
52641085,1
23394416,1
52473897,1
50119184,1
50163504,1
16041870,1
40986440,1
26724589,1
37419858,1
36247416,1
12036953,1
42807831,1
44364303,1
40350685,1
19792864,2
52980853,1
16979650,1
40823669,1
41688589,1
16900976,1
49118628,1
30034679,1
49668438,1
12792784,1
24957359,1
51351674,1
31995081,1
23433490,1
42835113,1
21696162,1
22833512,1
43334359,1
43645351,1
42751557,1
23464846,1
48062345,1
52989838,1
17205044,1
52695312,1
38857768,1
46037182,1
16504177,1
34444738,1
52116570,1
16043599,1
31618375,1
14006345,1
50517040,1
18493353,1
17792335,1
14139026,1
29078786,1
13548260,1
45506916,1
16730809,1
20173818,1
47426039,1
18180466,1
51622624,1
40216344,1
52946884,1
25612190,1
32931467,1
50631893,1
51408502,1
52780864,1
52171905,1
43607340,1
16630150,1
17987252,1
23136848,1
32690257,1
31633616,1
43306100,1
28305720,1
52965908,1
10307026,1
230104,1
2352489,1
33546220,1
49924690,1
436040,1
35657491,1
13164179,1
2433934,1
46381355,1
10715797,1
19052723,1
21738313,1
14990933,1
494726,1
11918498,2
24814428,1
10653502,1
13295293,2
13361468,1
46276344,1
45937907,1
19069000,1
39998376,1
43893571,1
38644986,1
2545182,1
44780977,1
19237916,1
52812815,1
4471313,1
2078252,1
37954845,1
52661038,1
32569422,1
3171014,1
48975683,1
19371341,1
38514697,1
26736798,1
15537475,1
16255749,1
27482164,1
30783138,1
14560558,1
46009769,1
29401702,1
1144615,1
22239919,1
45340048,1
16926821,1
2965255,1
5646210,1
17057213,1
23592791,1
41649721,1
36778970,1
40637623,1
13764766,1
6875422,1
10691047,1
4251964,1
48177387,1
7246677,1
21304664,1
41960397,1
7279851,1
49974429,1
19998229,1
25871484,1
16896093,1
50491870,1
23967807,1
7720473,1
13300471,1
7522115,1
51359285,1
33807477,1
44448645,1
14515279,1
23732655,1
37991013,1
35118938,1
19164590,1
35929218,1
2777928,1
15339260,1
18486112,1
45661228,1
21146543,1
17741588,1
32516245,1
40204457,1
13214690,1
52589176,1
16421485,1
18319214,1
52461068,1
3885653,1
4959342,1
46810322,1
15933913,1
956598,1
20798052,1
14850646,1
41729730,1
1121370,1
37333103,1
14898058,1
24320910,1
27180980,1
1028114,1
18648595,1
45477761,1
2465423,1
44914971,1
3464881,1
1127859,1
28631920,1
12991882,1
14118364,3
20540229,1
50687129,1
18322493,1
24177209,1
31744192,1
2481152,1
19815840,1
46837774,1
52989606,1
25039629,1
7128276,1
4879385,1
20757921,1
2448165,1
22509229,1
7436792,1
18450429,1
20838236,1
37903661,1
31643054,1
13859424,1
46281857,1
16795102,1
5647347,1
14301429,1
43582909,1
31109058,1
18011221,1
13065593,1
44815156,1
10458081,1
12252706,1
47156068,1
24903819,1
41755997,1
32499076,1
38237978,1
14014336,1
7859453,1
41290590,1
5473931,1
17002773,1
12806779,1
49180139,1
42980090,1
40799120,1
52078168,1
16031092,1
47678943,1
11436929,1
8399210,2
20379011,1
13931063,1
48896068,1
13341617,1
8832433,1
52988261,2
50787954,1
11054731,1
35727669,1
32121489,1
17148805,1
45860528,1
48473094,1
19476242,1
23392236,1
40239779,1
32563073,1
22748590,1
49071555,1
20211564,1
43625926,1
29369276,1
11606664,1
26854077,3
9914921,1
13273864,1
11817882,1
12630790,1
2739878,1
12249262,1
34878824,1
30854458,1
19318557,1
33692568,1
38274640,1
17554157,1
43065442,1
52981731,1
15936761,1
30664559,1
25064882,1
38189498,1
24315113,1
42575010,1
23970169,1
14963218,1
20777761,1
38855247,1
24073320,1
32684356,1
4083035,1
24168226,1
37662735,1
17392733,1
14936795,1
13419259,1
15020466,1
